DateTime,1037_GK-S-1_RAW-f-cfs,1037_GK-S-1_RAW-d-in,1037_GK-S-1_Missing,1037_GK-S-1_Realtime-f,1037_GK-S-1_COM-K,1037_GK-S-1_COM-M,1037_GK-S-1_COM-AUT,1037_GK-S-1_COM-I,1037_GK-S-1_COM,PG022_PG022_RN1,PG025_PG025_RN2,PG031_PG031_RN3,Greenline
02-15-2021 00:00,0,.14,,0,0,,,,0,0,0,.001,.321
02-15-2021 01:00,0,.137,,0,0,,,,0,0,0,0,.231
02-15-2021 02:00,0,.138,,0,0,,,,0,0,0,0,.109
02-15-2021 03:00,0,.135,,0,0,,,,0,0,.001,0,.122
02-15-2021 04:00,0,.132,,0,0,,,,0,0,.001,0,.17
02-15-2021 05:00,0,.128,,0,0,,,,0,0,.002,0,.251
02-15-2021 06:00,0,.103,,0,0,,,,0,0,.001,0,.275
02-15-2021 07:00,0,.133,,0,0,,,,0,0,.001,0,.165
02-15-2021 08:00,0,.122,,0,0,,,,0,0,0,0,.141
02-15-2021 09:00,0,.105,,0,0,,,,0,0,0,0,.163
02-15-2021 10:00,0,.12,,0,0,,,,0,0,0,0,.11
02-15-2021 11:00,0,.108,,0,0,,,,0,0,.001,0,.054
02-15-2021 12:00,0,.101,,0,0,,,,0,0,0,0,.056
02-15-2021 13:00,0,.093,,0,0,,,,0,0,0,0,.238
02-15-2021 14:00,0,.1,,0,0,,,,0,0,0,0,.237
02-15-2021 15:00,0,.095,,0,0,,,,0,0,0,0,.456
02-15-2021 16:00,0,.095,,0,0,,,,0,0,0,0,.697
02-15-2021 17:00,0,.098,,0,0,,,,0,0,0,0,.201
02-15-2021 18:00,0,.1,,0,0,,,,0,0,0,0,.049
02-15-2021 19:00,0,.102,,0,0,,,,0,0,.002,0,.048
02-15-2021 20:00,0,.109,,0,0,,,,0,0,.004,0,.037
02-15-2021 21:00,0,.113,,0,0,,,,0,0,.002,0,.026
02-15-2021 22:00,0,.113,,0,0,,,,0,0,.002,0,.06
02-15-2021 23:00,0,.11,,0,0,,,,0,0,.002,0,.074
02-16-2021 00:00,0,.105,,0,0,,,,0,0,.002,0,.036
02-16-2021 01:00,0,.105,,0,0,,,,0,0,.001,0,.025
02-16-2021 02:00,0,.101,,0,0,,,,0,0,.002,0,.019
02-16-2021 03:00,0,.102,,0,0,,,,0,0,.001,0,.017
02-16-2021 04:00,0,.096,,0,0,,,,0,0,0,0,.035
02-16-2021 05:00,0,.101,,0,0,,,,0,0,0,0,.033
02-16-2021 06:00,0,.1,,0,0,,,,0,0,0,0,.026
02-16-2021 07:00,0,.101,,0,0,,,,0,0,0,0,.022
02-16-2021 08:00,0,.102,,0,0,,,,0,0,0,0,.039
02-16-2021 09:00,0,.104,,0,0,,,,0,0,0,0,.212
02-16-2021 10:00,0,.103,,0,0,,,,0,0,0,0,.218
02-16-2021 11:00,0,.1,,0,0,,,,0,0,0,0,.23
02-16-2021 12:00,0,.104,,0,0,,,,0,0,0,0,.075
02-16-2021 13:00,0,.104,,0,0,,,,0,0,0,0,.105
02-16-2021 14:00,0,.106,,0,0,,,,0,0,0,0,.499
02-16-2021 15:00,0,.111,,0,0,,,,0,0,0,0,.534
02-16-2021 16:00,0,.109,,0,0,,,,0,0,0,0,.596
02-16-2021 17:00,0,.111,,0,0,,,,0,0,0,0,.062
02-16-2021 18:00,0,.122,,0,0,,,,0,0,0,0,.035
02-16-2021 19:00,0,.121,,0,0,,,,0,0,0,0,.097
02-16-2021 20:00,0,.118,,0,0,,,,0,0,0,0,.23
02-16-2021 21:00,0,.125,,0,0,,,,0,0,0,0,.355
02-16-2021 22:00,0,.121,,0,0,,,,0,0,0,0,.296
02-16-2021 23:00,0,.114,,0,0,,,,0,0,0,0,.153
02-17-2021 00:00,0,.111,,0,0,,,,0,0,0,0,.191
02-17-2021 01:00,0,.11,,0,0,,,,0,0,0,0,.16
02-17-2021 02:00,0,.109,,0,0,,,,0,0,0,0,.109
02-17-2021 03:00,0,.109,,0,0,,,,0,0,0,0,.062
02-17-2021 04:00,0,.11,,0,0,,,,0,0,0,0,.051
02-17-2021 05:00,0,.112,,0,0,,,,0,0,0,0,.025
02-17-2021 06:00,0,.108,,0,0,,,,0,0,0,0,.033
02-17-2021 07:00,0,.112,,0,0,,,,0,0,0,0,.016
02-17-2021 08:00,0,.115,,0,0,,,,0,0,0,0,.029
02-17-2021 09:00,0,.114,,0,0,,,,0,0,0,0,.049
02-17-2021 10:00,0,.11,,0,0,,,,0,0,0,0,.093
02-17-2021 11:00,0,.112,,0,0,,,,0,0,0,0,.164
02-17-2021 12:00,0,.114,,0,0,,,,0,.001,0,0,.191
02-17-2021 13:00,0,.115,,0,0,,,,0,0,0,0,.087
02-17-2021 14:00,0,.125,,0,0,,,,0,0,0,0,.043
02-17-2021 15:00,0,.124,,0,0,,,,0,0,0,0,.245
02-17-2021 16:00,0,.129,,0,0,,,,0,0,0,0,1.063
02-17-2021 17:00,0,.124,,0,0,,,,0,0,0,0,.138
02-17-2021 18:00,0,.124,,0,0,,,,0,0,0,0,.258
02-17-2021 19:00,0,.123,,0,0,,,,0,0,0,0,.543
02-17-2021 20:00,0,.116,,0,0,,,,0,0,0,0,.378
02-17-2021 21:00,0,.118,,0,0,,,,0,0,0,0,.449
02-17-2021 22:00,0,.121,,0,0,,,,0,0,0,0,.169
02-17-2021 23:00,0,.119,,0,0,,,,0,0,0,0,.111
02-18-2021 00:00,0,.119,,0,0,,,,0,0,0,0,.137
02-18-2021 01:00,0,.123,,0,0,,,,0,0,0,0,.194
02-18-2021 02:00,0,.123,,0,0,,,,0,0,0,0,.222
02-18-2021 03:00,0,.123,,0,0,,,,0,0,0,0,.182
02-18-2021 04:00,0,.124,,0,0,,,,0,0,0,0,.133
02-18-2021 05:00,0,.12,,0,0,,,,0,0,0,0,.11
02-18-2021 06:00,0,.12,,0,0,,,,0,0,0,0,.102
02-18-2021 07:00,0,.121,,0,0,,,,0,0,0,0,.093
02-18-2021 08:00,0,.121,,0,0,,,,0,0,0,0,.112
02-18-2021 09:00,0,.123,,0,0,,,,0,0,0,0,.29
02-18-2021 10:00,0,.118,,0,0,,,,0,0,0,0,.232
02-18-2021 11:00,0,.116,,0,0,,,,0,0,0,0,.102
02-18-2021 12:00,0,.116,,0,0,,,,0,0,0,0,.047
02-18-2021 13:00,0,.116,,0,0,,,,0,0,0,0,.245
02-18-2021 14:00,0,.119,,0,0,,,,0,0,0,0,.266
02-18-2021 15:00,0,.12,,0,0,,,,0,0,0,0,.159
02-18-2021 16:00,0,.119,,0,0,,,,0,0,0,0,.787
02-18-2021 17:00,0,.12,,0,0,,,,0,0,0,0,.058
02-18-2021 18:00,0,.117,,0,0,,,,0,0,.001,0,.041
02-18-2021 19:00,0,.121,,0,0,,,,0,0,0,0,.032
02-18-2021 20:00,0,.12,,0,0,,,,0,0,0,0,.064
02-18-2021 21:00,0,.121,,0,0,,,,0,0,.001,0,.194
02-18-2021 22:00,0,.12,,0,0,,,,0,0,0,0,.113
02-18-2021 23:00,0,.123,,0,0,,,,0,0,0,0,.038
02-19-2021 00:00,0,.124,,0,0,,,,0,0,0,0,.099
02-19-2021 01:00,0,.12,,0,0,,,,0,0,0,0,.077
02-19-2021 02:00,0,.12,,0,0,,,,0,0,0,0,.064
02-19-2021 03:00,0,.125,,0,0,,,,0,0,0,0,.044
02-19-2021 04:00,0,.122,,0,0,,,,0,0,0,0,.037
02-19-2021 05:00,0,.122,,0,0,,,,0,0,0,0,.111
02-19-2021 06:00,0,.122,,0,0,,,,0,0,0,0,.08
02-19-2021 07:00,0,.123,,0,0,,,,0,0,0,0,.085
02-19-2021 08:00,0,.123,,0,0,,,,0,0,0,0,.067
02-19-2021 09:00,0,.122,,0,0,,,,0,0,0,0,.084
02-19-2021 10:00,0,.122,,0,0,,,,0,0,0,0,.147
02-19-2021 11:00,0,.119,,0,0,,,,0,0,0,.001,.268
02-19-2021 12:00,0,.12,,0,0,,,,0,0,0,.001,.21
02-19-2021 13:00,0,.118,,0,0,,,,0,.001,0,0,.18
02-19-2021 14:00,0,.119,,0,0,,,,0,0,0,.001,.194
02-19-2021 15:00,0,.117,,0,0,,,,0,0,0,0,.363
02-19-2021 16:00,0,.121,,0,0,,,,0,0,0,0,1.077
02-19-2021 17:00,0,.121,,0,0,,,,0,0,0,0,.104
02-19-2021 18:00,0,.123,,0,0,,,,0,0,0,0,.087
02-19-2021 19:00,0,.127,,0,0,,,,0,0,0,0,.228
02-19-2021 20:00,0,.131,,0,0,,,,0,0,0,0,.189
02-19-2021 21:00,0,.133,,0,0,,,,0,0,0,0,.121
02-19-2021 22:00,0,.124,,0,0,,,,0,0,0,0,.166
02-19-2021 23:00,0,.119,,0,0,,,,0,0,0,0,.277
02-20-2021 00:00,0,.121,,0,0,,,,0,0,0,.005,.187
02-20-2021 01:00,0,.127,,0,0,,,,0,0,0,0,.142
02-20-2021 02:00,0,.128,,0,0,,,,0,0,0,0,.138
02-20-2021 03:00,0,.13,,0,0,,,,0,0,0,0,.182
02-20-2021 04:00,0,.131,,0,0,,,,0,0,0,0,.147
02-20-2021 05:00,0,.132,,0,0,,,,0,0,0,0,.133
02-20-2021 06:00,0,.134,,0,0,,,,0,0,0,0,.124
02-20-2021 07:00,0,.128,,0,0,,,,0,0,0,0,.134
02-20-2021 08:00,0,.131,,0,0,,,,0,0,0,0,.126
02-20-2021 09:00,0,.136,,0,0,,,,0,0,0,0,.156
02-20-2021 10:00,0,.131,,0,0,,,,0,0,0,0,.179
02-20-2021 11:00,0,.129,,0,0,,,,0,0,0,0,.135
02-20-2021 12:00,0,.125,,0,0,,,,0,0,0,0,.125
02-20-2021 13:00,0,.13,,0,0,,,,0,0,0,0,.087
02-20-2021 14:00,0,.136,,0,0,,,,0,0,0,0,.166
02-20-2021 15:00,0,.135,,0,0,,,,0,0,0,0,.041
02-20-2021 16:00,0,.134,,0,0,,,,0,0,0,0,.182
02-20-2021 17:00,0,.138,,0,0,,,,0,0,0,0,.167
02-20-2021 18:00,0,.135,,0,0,,,,0,0,0,0,.022
02-20-2021 19:00,0,.136,,0,0,,,,0,0,0,0,.029
02-20-2021 20:00,0,.136,,0,0,,,,0,0,0,0,.013
02-20-2021 21:00,0,.14,,0,0,,,,0,0,0,0,.011
02-20-2021 22:00,0,.14,,0,0,,,,0,0,0,0,.005
02-20-2021 23:00,0,.135,,0,0,,,,0,0,0,0,.023
02-21-2021 00:00,0,.138,,0,0,,,,0,0,0,0,.153
02-21-2021 01:00,0,.133,,0,0,,,,0,0,0,0,.187
02-21-2021 02:00,0,.141,,0,0,,,,0,0,0,0,.165
02-21-2021 03:00,0,.13,,0,0,,,,0,0,0,0,.079
02-21-2021 04:00,0,.135,,0,0,,,,0,0,0,0,.061
02-21-2021 05:00,0,.125,,0,0,,,,0,0,0,0,.083
02-21-2021 06:00,0,.131,,0,0,,,,0,0,0,0,.19
02-21-2021 07:00,0,.138,,0,0,,,,0,0,0,0,.15
02-21-2021 08:00,0,.114,,0,0,,,,0,0,0,0,.222
02-21-2021 09:00,0,.095,,0,0,,,,0,0,0,0,.327
02-21-2021 10:00,0,.1,,0,0,,,,0,0,0,0,.221
02-21-2021 11:00,0,.112,,0,0,,,,0,0,0,0,.109
02-21-2021 12:00,0,.123,,0,0,,,,0,0,0,0,.093
02-21-2021 13:00,0,.125,,0,0,,,,0,0,0,0,.17
02-21-2021 14:00,0,.144,,0,0,,,,0,0,0,0,.198
02-21-2021 15:00,0,.147,,0,0,,,,0,0,0,0,.383
02-21-2021 16:00,0,.158,,0,0,,,,0,0,0,0,.174
02-21-2021 17:00,0,.147,,0,0,,,,0,0,0,0,.078
02-21-2021 18:00,0,.151,,0,0,,,,0,0,0,0,.057
02-21-2021 19:00,0,.143,,0,0,,,,0,0,0,0,.073
02-21-2021 20:00,0,.151,,0,0,,,,0,0,0,0,.092
02-21-2021 21:00,0,.149,,0,0,,,,0,0,0,0,.157
02-21-2021 22:00,0,.146,,0,0,,,,0,0,0,0,.157
02-21-2021 23:00,0,.156,,0,0,,,,0,0,0,0,.416
02-22-2021 00:00,0,.153,,0,0,,,,0,.001,0,0,.321
02-22-2021 01:00,0,.147,,0,0,,,,0,.003,.003,0,.231
02-22-2021 02:00,0,.146,,0,0,,,,0,.003,.002,0,.109
02-22-2021 03:00,0,.15,,0,0,,,,0,.001,.001,0,.122
02-22-2021 04:00,0,.144,,0,0,,,,0,.001,.001,0,.17
02-22-2021 05:00,0,.144,,0,0,,,,0,0,0,0,.251
02-22-2021 06:00,0,.149,,0,0,,,,0,0,0,0,.275
02-22-2021 07:00,0,.157,,0,0,,,,0,0,0,0,.165
02-22-2021 08:00,0,.165,,0,0,,,,0,0,0,0,.141
02-22-2021 09:00,0,.163,,0,0,,,,0,0,.001,0,.163
02-22-2021 10:00,0,.161,,0,0,,,,0,0,0,0,.11
02-22-2021 11:00,0,.157,,0,0,,,,0,0,0,0,.054
02-22-2021 12:00,0,.161,,0,0,,,,0,0,0,0,.056
02-22-2021 13:00,0,.156,,0,0,,,,0,0,0,0,.238
02-22-2021 14:00,0,.186,,0,0,,,,0,0,0,0,.237
02-22-2021 15:00,0,.229,,0,0,,,,0,0,0,0,.456
02-22-2021 16:00,0,.234,,0,0,,,,0,0,0,0,.697
02-22-2021 17:00,0,.193,,0,0,,,,0,0,0,.008,.201
02-22-2021 18:00,0,.166,,0,0,,,,0,0,0,0,.049
02-22-2021 19:00,0,.169,,0,0,,,,0,0,0,0,.048
02-22-2021 20:00,0,.163,,0,0,,,,0,0,0,0,.037
02-22-2021 21:00,0,.168,,0,0,,,,0,0,0,0,.026
02-22-2021 22:00,0,.171,,0,0,,,,0,0,0,0,.06
02-22-2021 23:00,0,.162,,0,0,,,,0,0,0,.002,.074
02-23-2021 00:00,0,.167,,0,0,,,,0,0,0,.013,.036
02-23-2021 01:00,0,.165,,0,0,,,,0,0,0,0,.025
02-23-2021 02:00,0,.171,,0,0,,,,0,.001,0,0,.019
02-23-2021 03:00,0,.17,,0,0,,,,0,0,.001,0,.017
02-23-2021 04:00,0,.17,,0,0,,,,0,0,0,0,.035
02-23-2021 05:00,0,.17,,0,0,,,,0,0,0,0,.033
02-23-2021 06:00,0,.166,,0,0,,,,0,0,0,0,.026
02-23-2021 07:00,0,.156,,0,0,,,,0,0,0,0,.022
02-23-2021 08:00,0,.171,,0,0,,,,0,0,0,0,.039
02-23-2021 09:00,0,.13,,0,0,,,,0,0,0,0,.212
02-23-2021 10:00,0,.153,,0,0,,,,0,0,0,0,.218
02-23-2021 11:00,0,.148,,0,0,,,,0,0,0,0,.23
02-23-2021 12:00,0,.126,,0,0,,,,0,0,0,0,.075
02-23-2021 13:00,0,.154,,0,0,,,,0,0,0,0,.105
02-23-2021 14:00,0,.157,,0,0,,,,0,0,0,0,.499
02-23-2021 15:00,0,.167,,0,0,,,,0,0,0,0,.534
02-23-2021 16:00,0,.162,,0,0,,,,0,0,0,0,.596
02-23-2021 17:00,0,.161,,0,0,,,,0,0,0,0,.062
02-23-2021 18:00,0,.164,,0,0,,,,0,0,0,0,.035
02-23-2021 19:00,0,.161,,0,0,,,,0,0,0,0,.097
02-23-2021 20:00,0,.167,,0,0,,,,0,0,0,0,.23
02-23-2021 21:00,0,.175,,0,0,,,,0,0,0,0,.355
02-23-2021 22:00,0,.174,,0,0,,,,0,0,0,0,.296
02-23-2021 23:00,0,.174,,0,0,,,,0,0,0,.001,.153
02-24-2021 00:00,0,.174,,0,0,,,,0,0,0,.001,.191
02-24-2021 01:00,0,.176,,0,0,,,,0,0,0,0,.16
02-24-2021 02:00,0,.174,,0,0,,,,0,0,0,0,.109
02-24-2021 03:00,0,.168,,0,0,,,,0,0,0,0,.062
02-24-2021 04:00,0,.173,,0,0,,,,0,0,0,0,.051
02-24-2021 05:00,0,.171,,0,0,,,,0,0,0,0,.025
02-24-2021 06:00,0,.177,,0,0,,,,0,0,0,0,.033
02-24-2021 07:00,0,.173,,0,0,,,,0,0,0,0,.016
02-24-2021 08:00,0,.177,,0,0,,,,0,0,0,0,.029
02-24-2021 09:00,0,.181,,0,0,,,,0,0,0,0,.049
02-24-2021 10:00,0,.178,,0,0,,,,0,0,0,0,.093
02-24-2021 11:00,0,.171,,0,0,,,,0,0,0,0,.164
02-24-2021 12:00,0,.175,,0,0,,,,0,0,0,0,.191
02-24-2021 13:00,0,.166,,0,0,,,,0,0,0,0,.087
02-24-2021 14:00,0,.159,,0,0,,,,0,0,0,0,.043
02-24-2021 15:00,1.414,1.002,,1.542,1.414,,,,1.414,0,0,0,.245
02-24-2021 16:00,2.361,1.394,,2.361,2.361,,,,2.361,0,0,0,1.063
02-24-2021 17:00,2.353,1.244,,2.354,2.353,,,,2.353,0,0,0,.138
02-24-2021 18:00,1.481,.868,,1.481,1.481,,,,1.481,0,0,0,.258
02-24-2021 19:00,1.475,.877,,1.475,1.475,,,,1.475,0,0,0,.543
02-24-2021 20:00,.665,.459,,.665,.665,,,,.665,0,0,0,.378
02-24-2021 21:00,0,.156,,0,0,,,,0,0,0,0,.449
02-24-2021 22:00,0,.131,,0,0,,,,0,0,0,0,.169
02-24-2021 23:00,0,.128,,0,0,,,,0,0,0,0,.111
02-25-2021 00:00,0,.122,,0,0,,,,0,0,0,0,.137
02-25-2021 01:00,0,.13,,0,0,,,,0,0,0,0,.194
02-25-2021 02:00,0,.126,,0,0,,,,0,0,0,0,.222
02-25-2021 03:00,0,.122,,0,0,,,,0,0,0,0,.182
02-25-2021 04:00,0,.112,,0,0,,,,0,0,0,0,.133
02-25-2021 05:00,0,.107,,0,0,,,,0,0,0,0,.11
02-25-2021 06:00,0,.092,,0,0,,,,0,0,0,0,.102
02-25-2021 07:00,0,.085,,0,0,,,,0,0,0,0,.093
02-25-2021 08:00,0,.089,,0,0,,,,0,0,0,0,.112
02-25-2021 09:00,0,.089,,0,0,,,,0,0,0,0,.29
02-25-2021 10:00,0,.101,,0,0,,,,0,0,0,0,.232
02-25-2021 11:00,0,.112,,0,0,,,,0,0,0,0,.102
02-25-2021 12:00,0,.113,,0,0,,,,0,0,0,0,.047
02-25-2021 13:00,0,.115,,0,0,,,,0,0,0,0,.245
02-25-2021 14:00,0,.115,,0,0,,,,0,0,0,0,.266
02-25-2021 15:00,0,.113,,0,0,,,,0,0,0,0,.159
02-25-2021 16:00,0,.12,,0,0,,,,0,0,0,0,.787
02-25-2021 17:00,0,.119,,0,0,,,,0,0,0,0,.058
02-25-2021 18:00,0,.12,,0,0,,,,0,0,0,0,.041
02-25-2021 19:00,0,.139,,0,0,,,,0,0,0,0,.032
02-25-2021 20:00,0,.145,,0,0,,,,0,0,0,0,.064
02-25-2021 21:00,0,.123,,0,0,,,,0,0,0,0,.194
02-25-2021 22:00,0,.11,,0,0,,,,0,0,0,0,.113
02-25-2021 23:00,0,.103,,0,0,,,,0,0,0,0,.038
02-26-2021 00:00,0,.089,,0,0,,,,0,0,0,0,.099
02-26-2021 01:00,0,.084,,0,0,,,,0,0,0,0,.077
02-26-2021 02:00,0,.08,,0,0,,,,0,0,0,0,.064
02-26-2021 03:00,0,.078,,0,0,,,,0,0,0,0,.044
02-26-2021 04:00,0,.075,,,0,,,,0,0,0,0,.037
02-26-2021 05:00,0,.081,,,0,,,,0,0,0,0,.111
02-26-2021 06:00,0,.083,,0,0,,,,0,0,0,0,.08
02-26-2021 07:00,0,.082,,0,0,,,,0,0,0,0,.085
02-26-2021 08:00,0,.085,,0,0,,,,0,0,0,0,.067
02-26-2021 09:00,0,.085,,0,0,,,,0,0,0,0,.084
02-26-2021 10:00,0,.085,,0,0,,,,0,0,0,0,.147
02-26-2021 11:00,0,.084,,0,0,,,,0,0,0,0,.268
02-26-2021 12:00,0,.083,,0,0,,,,0,0,0,0,.21
02-26-2021 13:00,0,.086,,0,0,,,,0,0,0,0,.18
02-26-2021 14:00,0,.087,,0,0,,,,0,0,0,0,.194
02-26-2021 15:00,0,.095,,0,0,,,,0,0,0,0,.363
02-26-2021 16:00,0,.103,,0,0,,,,0,0,0,0,1.077
02-26-2021 17:00,0,.131,,0,0,,,,0,0,0,0,.104
02-26-2021 18:00,0,.137,,0,0,,,,0,0,0,0,.087
02-26-2021 19:00,0,.131,,0,0,,,,0,0,0,0,.228
02-26-2021 20:00,0,.099,,0,0,,,,0,0,0,0,.189
02-26-2021 21:00,0,.088,,0,0,,,,0,0,0,0,.121
02-26-2021 22:00,0,.094,,0,0,,,,0,0,0,0,.166
02-26-2021 23:00,0,.09,,0,0,,,,0,0,0,0,.277
02-27-2021 00:00,0,.082,,0,0,,,,0,0,0,0,.187
02-27-2021 01:00,0,.081,,0,0,,,,0,.001,0,0,.142
02-27-2021 02:00,0,.081,,0,0,,,,0,.003,.003,.005,.138
02-27-2021 03:00,0,.081,,0,0,,,,0,.002,.003,.002,.182
02-27-2021 04:00,0,.087,,0,0,,,,0,.001,.001,.001,.147
02-27-2021 05:00,0,.08,,0,0,,,,0,.003,.003,.003,.133
02-27-2021 06:00,0,.082,,0,0,,,,0,0,.001,0,.124
02-27-2021 07:00,0,.082,,0,0,,,,0,0,0,0,.134
02-27-2021 08:00,0,.082,,0,0,,,,0,0,0,0,.126
02-27-2021 09:00,0,.084,,0,0,,,,0,0,0,0,.156
02-27-2021 10:00,0,.102,,0,0,,,,0,0,0,0,.179
02-27-2021 11:00,0,.129,,0,0,,,,0,0,0,0,.135
02-27-2021 12:00,0,.144,,0,0,,,,0,0,0,0,.125
02-27-2021 13:00,0,.137,,0,0,,,,0,0,0,0,.087
02-27-2021 14:00,0,.135,,0,0,,,,0,0,0,0,.166
02-27-2021 15:00,0,.139,,0,0,,,,0,0,0,0,.041
02-27-2021 16:00,0,.141,,0,0,,,,0,0,0,0,.182
02-27-2021 17:00,0,.148,,0,0,,,,0,0,0,0,.167
02-27-2021 18:00,0,.139,,0,0,,,,0,0,0,0,.022
02-27-2021 19:00,0,.109,,0,0,,,,0,0,0,0,.029
02-27-2021 20:00,0,.13,,0,0,,,,0,0,0,0,.013
02-27-2021 21:00,0,.126,,0,0,,,,0,0,0,0,.011
02-27-2021 22:00,0,.136,,0,0,,,,0,0,0,0,.005
02-27-2021 23:00,0,.163,,0,0,,,,0,0,0,.012,.023
02-28-2021 00:00,0,.157,,0,0,,,,0,0,0,.008,.153
02-28-2021 01:00,0,.156,,0,0,,,,0,0,0,0,.187
02-28-2021 02:00,0,.163,,0,0,,,,0,0,0,0,.165
02-28-2021 03:00,0,.128,,0,0,,,,0,0,0,0,.079
02-28-2021 04:00,0,.089,,0,0,,,,0,0,0,0,.061
02-28-2021 05:00,0,.082,,0,0,,,,0,0,0,0,.083
02-28-2021 06:00,0,.081,,0,0,,,,0,0,0,0,.19
02-28-2021 07:00,0,.08,,0,0,,,,0,0,0,0,.15
02-28-2021 08:00,0,.082,,0,0,,,,0,.001,.001,.002,.222
02-28-2021 09:00,0,.082,,0,0,,,,0,.003,.002,.002,.327
02-28-2021 10:00,0,.08,,0,0,,,,0,0,.001,.001,.221
02-28-2021 11:00,0,.081,,0,0,,,,0,0,0,0,.109
02-28-2021 12:00,0,.09,,0,0,,,,0,0,0,0,.093
02-28-2021 13:00,0,.095,,0,0,,,,0,0,0,0,.17
02-28-2021 14:00,0,.097,,0,0,,,,0,0,0,0,.198
02-28-2021 15:00,0,.106,,0,0,,,,0,0,0,0,.383
02-28-2021 16:00,0,.12,,0,0,,,,0,0,0,0,.174
02-28-2021 17:00,0,.124,,0,0,,,,0,0,0,0,.078
02-28-2021 18:00,0,.117,,0,0,,,,0,0,0,0,.057
02-28-2021 19:00,0,.127,,0,0,,,,0,0,0,0,.073
02-28-2021 20:00,0,.129,,0,0,,,,0,0,0,0,.092
02-28-2021 21:00,0,.139,,0,0,,,,0,0,0,0,.157
02-28-2021 22:00,0,.161,,0,0,,,,0,0,0,0,.157
02-28-2021 23:00,0,.145,,0,0,,,,0,0,0,.001,.416
03-01-2021 00:00,0,.16,,0,0,,,,0,0,0,.008,.321
03-01-2021 01:00,0,.141,,0,0,,,,0,0,0,0,.231
03-01-2021 02:00,0,.144,,0,0,,,,0,0,0,0,.109
03-01-2021 03:00,0,.134,,0,0,,,,0,0,0,0,.122
03-01-2021 04:00,0,.116,,0,0,,,,0,0,0,0,.17
03-01-2021 05:00,0,.091,,0,0,,,,0,0,0,0,.251
03-01-2021 06:00,0,.083,,0,0,,,,0,0,0,0,.275
03-01-2021 07:00,0,.082,,0,0,,,,0,0,0,0,.165
03-01-2021 08:00,0,.082,,0,0,,,,0,0,0,0,.141
03-01-2021 09:00,0,.086,,0,0,,,,0,0,0,0,.163
03-01-2021 10:00,0,.089,,0,0,,,,0,0,0,.001,.11
03-01-2021 11:00,0,.094,,0,0,,,,0,0,0,0,.054
03-01-2021 12:00,0,.11,,0,0,,,,0,0,0,.016,.056
03-01-2021 13:00,0,.115,,0,0,,,,0,0,0,0,.238
03-01-2021 14:00,0,.095,,0,0,,,,0,0,0,0,.237
03-01-2021 15:00,0,.083,,0,0,,,,0,0,0,0,.456
03-01-2021 16:00,0,.069,,0,0,,,,0,0,0,0,.697
03-01-2021 17:00,0,.078,,0,0,,,,0,0,0,0,.201
03-01-2021 18:00,0,.073,,0,0,,,,0,0,0,0,.049
03-01-2021 19:00,0,.074,,0,0,,,,0,0,0,0,.048
03-01-2021 20:00,0,.076,,0,0,,,,0,0,0,0,.037
03-01-2021 21:00,0,.075,,0,0,,,,0,0,0,0,.026
03-01-2021 22:00,0,.074,,0,0,,,,0,0,0,0,.06
03-01-2021 23:00,0,.074,,0,0,,,,0,0,0,.017,.074
03-02-2021 00:00,0,.073,,0,0,,,,0,0,0,.016,.036
03-02-2021 01:00,0,.08,,0,0,,,,0,0,0,0,.025
03-02-2021 02:00,0,.083,,0,0,,,,0,0,0,0,.019
03-02-2021 03:00,0,.079,,0,0,,,,0,0,0,0,.017
03-02-2021 04:00,0,.083,,0,0,,,,0,0,0,0,.035
03-02-2021 05:00,0,.087,,0,0,,,,0,0,0,0,.033
03-02-2021 06:00,0,.088,,0,0,,,,0,0,0,0,.026
03-02-2021 07:00,0,.085,,0,0,,,,0,0,0,0,.022
03-02-2021 08:00,0,.084,,0,0,,,,0,0,0,0,.039
03-02-2021 09:00,0,.09,,0,0,,,,0,0,0,0,.212
03-02-2021 10:00,0,.086,,0,0,,,,0,0,0,0,.218
03-02-2021 11:00,0,.088,,0,0,,,,0,0,0,0,.23
03-02-2021 12:00,0,.09,,0,0,,,,0,0,0,0,.075
03-02-2021 13:00,0,.098,,0,0,,,,0,0,0,0,.105
03-02-2021 14:00,0,.105,,0,0,,,,0,0,0,0,.499
03-02-2021 15:00,0,.106,,0,0,,,,0,0,0,0,.534
03-02-2021 16:00,0,.113,,0,0,,,,0,0,0,0,.596
03-02-2021 17:00,0,.113,,0,0,,,,0,0,0,0,.062
03-02-2021 18:00,0,.11,,0,0,,,,0,0,0,0,.035
03-02-2021 19:00,0,.104,,0,0,,,,0,0,0,0,.097
03-02-2021 20:00,0,.104,,0,0,,,,0,0,0,0,.23
03-02-2021 21:00,0,.106,,0,0,,,,0,0,0,0,.355
03-02-2021 22:00,0,.101,,0,0,,,,0,0,0,0,.296
03-02-2021 23:00,0,.098,,0,0,,,,0,0,0,0,.153
03-03-2021 00:00,0,.1,,0,0,,,,0,0,0,0,.191
03-03-2021 01:00,0,.103,,0,0,,,,0,0,0,0,.16
03-03-2021 02:00,0,.103,,0,0,,,,0,0,0,0,.109
03-03-2021 03:00,0,.101,,0,0,,,,0,0,0,0,.062
03-03-2021 04:00,0,.1,,0,0,,,,0,0,0,0,.051
03-03-2021 05:00,0,.102,,0,0,,,,0,0,0,0,.025
03-03-2021 06:00,0,.094,,0,0,,,,0,0,0,0,.033
