,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2
1,0.11493972147351997,0.2150001084688142,0.9234495453094352,1.0943208242499374,1.0665830962426128,1.1240591213141875,1.1811362209967626,1.4313264338577543,1.3256898693795276,0.11752518554251068
2,0.11407166877401924,0.21243494208255567,0.9252652954616959,1.0905865088523023,1.0643456190772556,1.119000765716961,1.1768196815266418,1.4689975093756937,1.3273772026674169,0.12748887320657354
