,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2
1,4.969313481942415e+20,2.530562855309249e+21,-2.2431178339334585e+42,1.4685431308108987e+21,-5.2981969200337276e+20,-0.06794922184340152,-7.973187253587509,-9.644497189221037e+21,-78331913843346.89,0.3104289651682217
2,15621931427436.295,64256048762035.305,-1.446258295462916e+27,36888667818658.086,-16655835715452.504,-0.04149418697580959,-2.060068832171739,-303186998482009.06,-1372737091.6733756,0.39626165188674956
