,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_time_minutes
1,0.07709828476490091,0.13145982327010505,0.8497373959137464,0.9738996932681002,0.7564763036098507,-1.277904753303032,1.0207811247504615,-18.99740688801405,,0.21684437357392128,36.18746899333346
2,0.06399159011111016,0.10928319286806168,0.8961583517506369,0.8749799242865569,0.7605883912473705,-10.069681032129242,-10.908574886401022,-21.390744703755104,194.96630466517936,0.32654623292156504,36.18746899333346
